customer_id,customer_name,email,country,city,signup_date,customer_segment
1098,Customer 1098,customer1098@email.com,Canada,London,2021-09-23,Corporate
1099,Customer 1099,customer1099@email.com,Australia,Leeds,2021-06-17,SMB
1100,Customer 1100,customer1100@email.com,Germany,Glasgow,2021-05-25,SMB
1101,Customer 1101,customer1101@email.com,Australia,Glasgow,2021-07-05,SMB
1102,Customer 1102,customer1102@email.com,France,Manchester,2023-06-05,SMB
1103,Customer 1103,customer1103@email.com,Canada,Manchester,2023-05-15,Corporate
1104,Customer 1104,customer1104@email.com,Canada,Leeds,2023-02-13,Consumer
1105,Customer 1105,customer1105@email.com,Canada,Manchester,2024-12-17,Consumer
1106,Customer 1106,customer1106@email.com,France,Leeds,2023-10-04,SMB
1107,Customer 1107,customer1107@email.com,France,London,2023-02-25,Consumer
1108,Customer 1108,customer1108@email.com,Australia,Manchester,2022-04-02,Consumer
1109,Customer 1109,customer1109@email.com,USA,London,2021-12-11,Consumer
1110,Customer 1110,customer1110@email.com,Australia,Birmingham,2023-01-05,Consumer
1111,Customer 1111,customer1111@email.com,Germany,Leeds,2022-07-08,Consumer
1112,Customer 1112,customer1112@email.com,UK,Birmingham,2023-10-18,Consumer
1113,Customer 1113,customer1113@email.com,Canada,Manchester,2023-02-27,SMB
1114,Customer 1114,customer1114@email.com,USA,London,2023-07-25,SMB
1115,Customer 1115,customer1115@email.com,UK,Manchester,2022-12-06,SMB
1116,Customer 1116,customer1116@email.com,USA,Birmingham,2024-02-02,Corporate
1117,Customer 1117,customer1117@email.com,Australia,Manchester,2021-09-04,Consumer
1118,Customer 1118,customer1118@email.com,France,Glasgow,2023-03-23,Consumer
1119,Customer 1119,customer1119@email.com,Canada,Birmingham,2023-11-13,Corporate
1120,Customer 1120,customer1120@email.com,Australia,Manchester,2023-08-11,Consumer
1121,Customer 1121,customer1121@email.com,UK,London,2023-03-26,SMB
1122,Customer 1122,customer1122@email.com,UK,Manchester,2021-05-24,SMB
1123,Customer 1123,customer1123@email.com,UK,London,2022-12-31,Corporate
1124,Customer 1124,customer1124@email.com,UK,Glasgow,2023-05-13,SMB
1125,Customer 1125,customer1125@email.com,UK,Manchester,2024-05-01,Corporate
1126,Customer 1126,customer1126@email.com,USA,Glasgow,2022-04-10,SMB
1127,Customer 1127,customer1127@email.com,Australia,Birmingham,2022-01-10,Consumer
1128,Customer 1128,customer1128@email.com,Canada,London,2022-11-08,SMB
1129,Customer 1129,customer1129@email.com,France,Birmingham,2022-11-23,Corporate
1130,Customer 1130,customer1130@email.com,France,London,2022-09-21,Consumer
1131,Customer 1131,customer1131@email.com,Australia,Glasgow,2024-07-13,Corporate
1132,Customer 1132,customer1132@email.com,Australia,Leeds,2024-11-02,Consumer
1133,Customer 1133,customer1133@email.com,France,Manchester,2022-07-10,Consumer
1134,Customer 1134,customer1134@email.com,France,Glasgow,2023-05-13,SMB
1135,Customer 1135,customer1135@email.com,USA,London,2021-03-15,SMB
1136,Customer 1136,customer1136@email.com,Germany,London,2022-03-14,Consumer
1137,Customer 1137,customer1137@email.com,Canada,London,2023-05-31,SMB
1138,Customer 1138,customer1138@email.com,UK,London,2021-08-14,SMB
1139,Customer 1139,customer1139@email.com,Germany,Manchester,2021-11-04,Corporate
1140,Customer 1140,customer1140@email.com,Australia,Birmingham,2023-08-24,SMB
1141,Customer 1141,customer1141@email.com,France,Leeds,2021-12-14,Consumer
1142,Customer 1142,customer1142@email.com,Germany,Manchester,2022-04-21,SMB
1143,Customer 1143,customer1143@email.com,Canada,London,2024-08-31,Consumer
1144,Customer 1144,customer1144@email.com,Australia,Manchester,2022-06-09,Consumer
1145,Customer 1145,customer1145@email.com,UK,Glasgow,2024-12-19,Corporate
1146,Customer 1146,customer1146@email.com,UK,London,2022-06-08,Consumer
1147,Customer 1147,customer1147@email.com,Canada,Leeds,2022-07-16,Consumer
1148,Customer 1148,customer1148@email.com,Canada,London,2024-06-26,Corporate
1149,Customer 1149,customer1149@email.com,France,Leeds,2022-07-23,Consumer
1150,Customer 1150,customer1150@email.com,UK,Leeds,2024-04-20,Corporate
1151,Customer 1151,customer1151@email.com,Australia,Birmingham,2021-04-16,Consumer
1152,Customer 1152,customer1152@email.com,Germany,Birmingham,2021-07-10,SMB
1153,Customer 1153,customer1153@email.com,Australia,Manchester,2024-03-06,Corporate
1154,Customer 1154,customer1154@email.com,USA,Manchester,2022-12-01,Corporate
1155,Customer 1155,customer1155@email.com,USA,Leeds,2024-02-18,Consumer
1156,Customer 1156,customer1156@email.com,Canada,London,2023-04-11,Corporate
1157,Customer 1157,customer1157@email.com,France,Glasgow,2021-03-13,Consumer
1158,Customer 1158,customer1158@email.com,USA,Glasgow,2023-01-25,Corporate
1159,Customer 1159,customer1159@email.com,UK,London,2024-02-29,Corporate
1160,Customer 1160,customer1160@email.com,Australia,London,2022-04-02,SMB
1161,Customer 1161,customer1161@email.com,Australia,Birmingham,2023-06-24,Consumer
1162,Customer 1162,customer1162@email.com,Canada,Glasgow,2022-04-24,SMB
1163,Customer 1163,customer1163@email.com,Germany,Leeds,2021-02-21,Corporate
1164,Customer 1164,customer1164@email.com,Canada,Manchester,2023-10-01,Consumer
1165,Customer 1165,customer1165@email.com,Germany,Birmingham,2022-07-28,SMB
1166,Customer 1166,customer1166@email.com,Canada,Glasgow,2024-02-17,Corporate
1167,Customer 1167,customer1167@email.com,Canada,London,2024-07-11,SMB
1168,Customer 1168,customer1168@email.com,Canada,Glasgow,2024-06-16,Corporate
1169,Customer 1169,customer1169@email.com,Germany,Leeds,2024-10-06,Corporate
1170,Customer 1170,customer1170@email.com,Germany,Birmingham,2023-06-12,Consumer
1171,Customer 1171,customer1171@email.com,Canada,London,2021-09-12,Consumer
1172,Customer 1172,customer1172@email.com,USA,Leeds,2022-11-16,Consumer
1173,Customer 1173,customer1173@email.com,France,Manchester,2024-08-25,Corporate
1174,Customer 1174,customer1174@email.com,France,Birmingham,2021-02-26,SMB
1175,Customer 1175,customer1175@email.com,France,Leeds,2023-08-08,Consumer
1176,Customer 1176,customer1176@email.com,Germany,Leeds,2024-11-27,Consumer
1177,Customer 1177,customer1177@email.com,Germany,London,2023-12-27,Consumer
1178,Customer 1178,customer1178@email.com,USA,Manchester,2023-12-06,Consumer
1179,Customer 1179,customer1179@email.com,France,Leeds,2022-08-29,Corporate
1180,Customer 1180,customer1180@email.com,France,Birmingham,2022-01-04,SMB
1181,Customer 1181,customer1181@email.com,Canada,Leeds,2021-08-20,Corporate
1182,Customer 1182,customer1182@email.com,Germany,Glasgow,2024-11-26,Corporate
1183,Customer 1183,customer1183@email.com,France,Birmingham,2023-06-27,Corporate
1184,Customer 1184,customer1184@email.com,Australia,Birmingham,2023-11-13,Consumer
1185,Customer 1185,customer1185@email.com,USA,Leeds,2022-07-28,SMB
1186,Customer 1186,customer1186@email.com,Australia,London,2024-07-14,Corporate
1187,Customer 1187,customer1187@email.com,Australia,Birmingham,2023-04-21,Corporate
1188,Customer 1188,customer1188@email.com,USA,Glasgow,2021-04-28,Corporate
1189,Customer 1189,customer1189@email.com,Australia,London,2023-12-15,Consumer
1190,Customer 1190,customer1190@email.com,France,London,2024-03-22,Consumer
1191,Customer 1191,customer1191@email.com,Germany,London,2024-06-16,Corporate
1192,Customer 1192,customer1192@email.com,USA,Birmingham,2024-07-12,Consumer
1193,Customer 1193,customer1193@email.com,Canada,London,2021-09-25,SMB
1194,Customer 1194,customer1194@email.com,Australia,Leeds,2021-04-23,Consumer
1195,Customer 1195,customer1195@email.com,USA,London,2021-06-15,Corporate
1196,Customer 1196,customer1196@email.com,UK,Glasgow,2022-10-30,SMB
1197,Customer 1197,customer1197@email.com,UK,Manchester,2023-10-29,Consumer
1198,Customer 1198,customer1198@email.com,Germany,Glasgow,2022-12-15,Corporate
1199,Customer 1199,customer1199@email.com,France,Birmingham,2024-05-25,SMB
1200,Customer 1200,customer1200@email.com,Germany,London,2022-03-07,SMB
1201,Customer 1201,customer1201@email.com,Germany,London,2024-08-08,SMB
1202,Customer 1202,customer1202@email.com,Germany,Leeds,2023-06-12,Consumer
1203,Customer 1203,customer1203@email.com,Germany,London,2023-12-10,SMB
1204,Customer 1204,customer1204@email.com,Canada,Glasgow,2021-04-17,Consumer
1205,Customer 1205,customer1205@email.com,Canada,Birmingham,2023-10-30,Corporate
1206,Customer 1206,customer1206@email.com,USA,Manchester,2023-01-15,Consumer
1207,Customer 1207,customer1207@email.com,UK,London,2022-12-01,Consumer
1208,Customer 1208,customer1208@email.com,Germany,Manchester,2025-01-19,Corporate
1209,Customer 1209,customer1209@email.com,USA,London,2021-11-19,Consumer
1210,Customer 1210,customer1210@email.com,UK,Birmingham,2021-11-05,Consumer
1211,Customer 1211,customer1211@email.com,Australia,Glasgow,2023-04-30,Corporate
1212,Customer 1212,customer1212@email.com,France,Birmingham,2022-09-14,SMB
1213,Customer 1213,customer1213@email.com,Canada,Manchester,2023-09-22,Corporate
1214,Customer 1214,customer1214@email.com,Australia,London,2021-05-25,SMB
1215,Customer 1215,customer1215@email.com,UK,Manchester,2023-01-10,Consumer
1216,Customer 1216,customer1216@email.com,Australia,Glasgow,2023-04-01,Corporate
1217,Customer 1217,customer1217@email.com,France,Birmingham,2022-02-16,SMB
1218,Customer 1218,customer1218@email.com,UK,Manchester,2021-04-24,Consumer
1219,Customer 1219,customer1219@email.com,Australia,Manchester,2022-07-29,Consumer
1220,Customer 1220,customer1220@email.com,Canada,Glasgow,2022-02-03,Consumer
1221,Customer 1221,customer1221@email.com,Canada,London,2024-07-22,SMB
1222,Customer 1222,customer1222@email.com,USA,Manchester,2021-05-04,SMB
1223,Customer 1223,customer1223@email.com,Australia,Glasgow,2021-03-27,SMB
1224,Customer 1224,customer1224@email.com,Germany,London,2021-02-16,Consumer
1225,Customer 1225,customer1225@email.com,Australia,London,2023-08-02,SMB
1226,Customer 1226,customer1226@email.com,UK,Birmingham,2024-05-09,Corporate
1227,Customer 1227,customer1227@email.com,UK,Glasgow,2024-07-23,SMB
1228,Customer 1228,customer1228@email.com,Australia,London,2024-02-28,SMB
1229,Customer 1229,customer1229@email.com,France,Birmingham,2025-01-11,Consumer
1230,Customer 1230,customer1230@email.com,Canada,Leeds,2023-03-15,Corporate
1231,Customer 1231,customer1231@email.com,UK,Glasgow,2022-01-24,Corporate
1232,Customer 1232,customer1232@email.com,Canada,Leeds,2022-07-30,Corporate
1233,Customer 1233,customer1233@email.com,UK,London,2024-07-10,SMB
1234,Customer 1234,customer1234@email.com,USA,Glasgow,2022-09-24,Consumer
1235,Customer 1235,customer1235@email.com,Germany,Birmingham,2024-07-25,SMB
1236,Customer 1236,customer1236@email.com,UK,London,2022-12-15,Consumer
1237,Customer 1237,customer1237@email.com,Canada,Glasgow,2023-12-06,Corporate
1238,Customer 1238,customer1238@email.com,USA,Glasgow,2024-04-06,SMB
1239,Customer 1239,customer1239@email.com,UK,Leeds,2025-01-08,Consumer
1240,Customer 1240,customer1240@email.com,France,London,2022-09-14,SMB
1241,Customer 1241,customer1241@email.com,Germany,Birmingham,2021-02-15,Consumer
1242,Customer 1242,customer1242@email.com,UK,Birmingham,2022-12-25,Corporate
1243,Customer 1243,customer1243@email.com,USA,London,2022-06-24,SMB
1244,Customer 1244,customer1244@email.com,France,London,2021-03-28,Corporate
1245,Customer 1245,customer1245@email.com,Australia,Manchester,2023-03-14,SMB
1246,Customer 1246,customer1246@email.com,USA,Leeds,2024-11-09,SMB
1247,Customer 1247,customer1247@email.com,USA,London,2021-09-22,Consumer
1248,Customer 1248,customer1248@email.com,France,London,2023-11-12,Consumer
1249,Customer 1249,customer1249@email.com,USA,Manchester,2022-12-04,Consumer
1250,Customer 1250,customer1250@email.com,France,Manchester,2025-01-13,Corporate
1251,Customer 1251,customer1251@email.com,UK,Glasgow,2021-08-20,Corporate
1252,Customer 1252,customer1252@email.com,France,Birmingham,2021-07-05,SMB
1253,Customer 1253,customer1253@email.com,France,Leeds,2021-11-22,Consumer
1254,Customer 1254,customer1254@email.com,Germany,Glasgow,2024-04-21,Corporate
1255,Customer 1255,customer1255@email.com,France,London,2022-02-01,SMB
1256,Customer 1256,customer1256@email.com,France,Manchester,2024-11-27,Corporate
1257,Customer 1257,customer1257@email.com,Australia,Birmingham,2025-01-26,SMB
1258,Customer 1258,customer1258@email.com,UK,Glasgow,2024-12-11,Consumer
1259,Customer 1259,customer1259@email.com,Germany,Birmingham,2024-05-10,SMB
1260,Customer 1260,customer1260@email.com,Australia,Manchester,2023-12-25,SMB
1261,Customer 1261,customer1261@email.com,Canada,Glasgow,2023-08-14,Consumer
1262,Customer 1262,customer1262@email.com,UK,Glasgow,2022-07-09,Consumer
1263,Customer 1263,customer1263@email.com,UK,Birmingham,2023-01-03,SMB
1264,Customer 1264,customer1264@email.com,Canada,Manchester,2023-11-07,Corporate
1265,Customer 1265,customer1265@email.com,France,London,2023-03-08,Consumer
1266,Customer 1266,customer1266@email.com,Australia,Glasgow,2024-04-21,SMB
1267,Customer 1267,customer1267@email.com,USA,London,2022-01-26,Consumer
1268,Customer 1268,customer1268@email.com,Germany,Manchester,2021-02-13,Consumer
1269,Customer 1269,customer1269@email.com,USA,Glasgow,2023-06-20,Corporate
1270,Customer 1270,customer1270@email.com,Canada,Glasgow,2022-04-27,Consumer
1271,Customer 1271,customer1271@email.com,UK,London,2024-07-10,SMB
1272,Customer 1272,customer1272@email.com,UK,Leeds,2024-04-12,SMB
1273,Customer 1273,customer1273@email.com,Germany,London,2025-01-04,Consumer
1274,Customer 1274,customer1274@email.com,UK,London,2022-07-20,Consumer
1275,Customer 1275,customer1275@email.com,UK,Leeds,2021-08-08,Corporate
1276,Customer 1276,customer1276@email.com,Germany,Manchester,2024-11-18,Corporate
1277,Customer 1277,customer1277@email.com,Australia,Manchester,2023-02-11,Corporate
1278,Customer 1278,customer1278@email.com,Australia,Glasgow,2024-05-03,SMB
1279,Customer 1279,customer1279@email.com,Germany,Birmingham,2022-02-13,Corporate
1280,Customer 1280,customer1280@email.com,Canada,Birmingham,2022-04-16,SMB
1281,Customer 1281,customer1281@email.com,UK,Glasgow,2024-10-02,Corporate
1282,Customer 1282,customer1282@email.com,UK,Birmingham,2025-01-25,SMB
1283,Customer 1283,customer1283@email.com,Canada,London,2023-12-21,Consumer
1284,Customer 1284,customer1284@email.com,Australia,London,2021-06-15,SMB
1285,Customer 1285,customer1285@email.com,France,Leeds,2022-11-03,Consumer
1286,Customer 1286,customer1286@email.com,France,Leeds,2024-03-20,SMB
1287,Customer 1287,customer1287@email.com,France,Glasgow,2021-04-21,SMB
1288,Customer 1288,customer1288@email.com,Australia,Glasgow,2022-07-03,Consumer
1289,Customer 1289,customer1289@email.com,Australia,Glasgow,2023-10-24,SMB
1290,Customer 1290,customer1290@email.com,Canada,London,2023-11-03,SMB
1291,Customer 1291,customer1291@email.com,UK,Birmingham,2024-03-31,Corporate
1292,Customer 1292,customer1292@email.com,Canada,Glasgow,2021-12-10,Consumer
1293,Customer 1293,customer1293@email.com,Canada,Glasgow,2025-01-12,Consumer
1294,Customer 1294,customer1294@email.com,Australia,London,2021-11-28,Corporate
1295,Customer 1295,customer1295@email.com,France,London,2021-09-21,Corporate
1296,Customer 1296,customer1296@email.com,USA,London,2021-03-24,Consumer
1297,Customer 1297,customer1297@email.com,UK,Birmingham,2023-02-16,Consumer
1298,Customer 1298,customer1298@email.com,Australia,Glasgow,2023-07-13,Consumer
1299,Customer 1299,customer1299@email.com,France,Manchester,2021-11-30,Corporate
1300,Customer 1300,customer1300@email.com,USA,Manchester,2024-11-04,Corporate
1301,Customer 1301,customer1301@email.com,USA,Glasgow,2024-05-27,SMB
1302,Customer 1302,customer1302@email.com,Australia,Glasgow,2022-10-20,Corporate
1303,Customer 1303,customer1303@email.com,Germany,Glasgow,2022-03-30,SMB
1304,Customer 1304,customer1304@email.com,UK,Glasgow,2022-11-04,SMB
1305,Customer 1305,customer1305@email.com,USA,Birmingham,2023-01-11,Corporate
1306,Customer 1306,customer1306@email.com,Australia,Manchester,2024-01-18,Corporate
1307,Customer 1307,customer1307@email.com,Australia,Leeds,2021-11-29,Corporate
1308,Customer 1308,customer1308@email.com,France,Manchester,2021-11-06,Corporate
1309,Customer 1309,customer1309@email.com,Germany,Manchester,2022-12-28,Consumer
1310,Customer 1310,customer1310@email.com,UK,London,2024-12-14,Corporate
1311,Customer 1311,customer1311@email.com,Canada,Glasgow,2021-12-20,SMB
1312,Customer 1312,customer1312@email.com,France,Glasgow,2023-04-04,SMB
1313,Customer 1313,customer1313@email.com,USA,Glasgow,2024-01-29,Consumer
1314,Customer 1314,customer1314@email.com,USA,London,2021-05-25,Consumer
1315,Customer 1315,customer1315@email.com,France,Birmingham,2023-10-31,Corporate
1316,Customer 1316,customer1316@email.com,Australia,Birmingham,2023-12-04,Consumer
1317,Customer 1317,customer1317@email.com,USA,Leeds,2024-11-10,Corporate
1318,Customer 1318,customer1318@email.com,Germany,Birmingham,2023-06-29,Corporate
1319,Customer 1319,customer1319@email.com,UK,Birmingham,2023-01-31,Consumer
1320,Customer 1320,customer1320@email.com,Germany,Glasgow,2022-05-10,Consumer
1321,Customer 1321,customer1321@email.com,USA,Manchester,2024-04-07,SMB
1322,Customer 1322,customer1322@email.com,Canada,Birmingham,2022-10-04,Consumer
1323,Customer 1323,customer1323@email.com,UK,Birmingham,2022-06-15,Consumer
1324,Customer 1324,customer1324@email.com,UK,London,2024-09-21,Consumer
1325,Customer 1325,customer1325@email.com,France,Leeds,2022-05-28,SMB
1326,Customer 1326,customer1326@email.com,France,London,2021-05-10,Corporate
1327,Customer 1327,customer1327@email.com,Canada,Glasgow,2023-10-05,SMB
1328,Customer 1328,customer1328@email.com,Australia,Manchester,2024-06-27,Consumer
1329,Customer 1329,customer1329@email.com,UK,Leeds,2023-01-04,Consumer
1330,Customer 1330,customer1330@email.com,Canada,London,2023-08-05,Consumer
1331,Customer 1331,customer1331@email.com,France,Birmingham,2024-03-07,Corporate
1332,Customer 1332,customer1332@email.com,France,Birmingham,2024-07-22,SMB
1333,Customer 1333,customer1333@email.com,UK,Leeds,2023-09-29,SMB
1334,Customer 1334,customer1334@email.com,Germany,Birmingham,2022-04-09,Corporate
1335,Customer 1335,customer1335@email.com,USA,London,2021-05-21,SMB
1336,Customer 1336,customer1336@email.com,France,London,2024-07-03,Corporate
1337,Customer 1337,customer1337@email.com,Australia,Birmingham,2023-06-01,Corporate
1338,Customer 1338,customer1338@email.com,Australia,Birmingham,2022-04-01,SMB
1339,Customer 1339,customer1339@email.com,France,Glasgow,2022-03-10,SMB
1340,Customer 1340,customer1340@email.com,Germany,Manchester,2021-06-22,Corporate
1341,Customer 1341,customer1341@email.com,Germany,Leeds,2022-04-18,SMB
1342,Customer 1342,customer1342@email.com,Canada,London,2024-12-17,Corporate
1343,Customer 1343,customer1343@email.com,Australia,Leeds,2023-10-17,SMB
1344,Customer 1344,customer1344@email.com,Canada,Glasgow,2023-07-06,SMB
1345,Customer 1345,customer1345@email.com,Australia,London,2022-03-15,SMB
1346,Customer 1346,customer1346@email.com,USA,Glasgow,2023-10-13,SMB
1347,Customer 1347,customer1347@email.com,USA,Glasgow,2023-12-17,SMB
1348,Customer 1348,customer1348@email.com,UK,Birmingham,2022-05-13,Consumer
1349,Customer 1349,customer1349@email.com,Canada,Leeds,2021-06-18,Consumer
1350,Customer 1350,customer1350@email.com,France,Leeds,2023-09-16,SMB
1351,Customer 1351,customer1351@email.com,Canada,Birmingham,2022-07-15,SMB
1352,Customer 1352,customer1352@email.com,France,Leeds,2022-03-04,SMB
1353,Customer 1353,customer1353@email.com,Germany,Birmingham,2022-02-23,Corporate
1354,Customer 1354,customer1354@email.com,Canada,London,2024-10-02,Consumer
1355,Customer 1355,customer1355@email.com,Germany,Glasgow,2022-03-31,Corporate
1356,Customer 1356,customer1356@email.com,USA,Glasgow,2022-12-15,Consumer
1357,Customer 1357,customer1357@email.com,USA,Leeds,2021-07-21,Consumer
1358,Customer 1358,customer1358@email.com,UK,Manchester,2021-06-28,SMB
1359,Customer 1359,customer1359@email.com,Canada,Glasgow,2021-02-26,SMB
1360,Customer 1360,customer1360@email.com,Germany,Birmingham,2023-08-04,Corporate
1361,Customer 1361,customer1361@email.com,France,Manchester,2022-05-16,Corporate
1362,Customer 1362,customer1362@email.com,USA,Manchester,2023-01-09,SMB
1363,Customer 1363,customer1363@email.com,USA,Glasgow,2021-04-22,SMB
1364,Customer 1364,customer1364@email.com,France,Glasgow,2024-03-17,Consumer
1365,Customer 1365,customer1365@email.com,Germany,Glasgow,2022-12-16,Consumer
1366,Customer 1366,customer1366@email.com,Germany,Birmingham,2024-11-02,SMB
1367,Customer 1367,customer1367@email.com,Canada,Manchester,2023-05-27,Consumer
1368,Customer 1368,customer1368@email.com,Canada,Leeds,2024-10-03,Corporate
1369,Customer 1369,customer1369@email.com,Australia,Birmingham,2024-10-13,Consumer
1370,Customer 1370,customer1370@email.com,Australia,London,2023-12-16,SMB
1371,Customer 1371,customer1371@email.com,UK,Glasgow,2023-03-24,Consumer
1372,Customer 1372,customer1372@email.com,USA,Manchester,2024-09-01,SMB
1373,Customer 1373,customer1373@email.com,Canada,Birmingham,2023-08-22,Consumer
1374,Customer 1374,customer1374@email.com,Germany,London,2024-04-23,Corporate
1375,Customer 1375,customer1375@email.com,France,Birmingham,2023-12-14,Corporate
1376,Customer 1376,customer1376@email.com,Germany,Birmingham,2021-02-06,SMB
1377,Customer 1377,customer1377@email.com,USA,Leeds,2023-10-10,SMB
1378,Customer 1378,customer1378@email.com,Australia,Leeds,2024-07-17,SMB
1379,Customer 1379,customer1379@email.com,Germany,Birmingham,2023-05-13,Consumer
1380,Customer 1380,customer1380@email.com,UK,London,2023-01-02,Consumer
1381,Customer 1381,customer1381@email.com,USA,Manchester,2024-06-05,Consumer
1382,Customer 1382,customer1382@email.com,Australia,Manchester,2024-12-22,Corporate
1383,Customer 1383,customer1383@email.com,France,Glasgow,2023-03-21,SMB
1384,Customer 1384,customer1384@email.com,Australia,Glasgow,2023-10-22,Consumer
1385,Customer 1385,customer1385@email.com,UK,Manchester,2021-01-23,Corporate
1386,Customer 1386,customer1386@email.com,USA,Birmingham,2025-01-11,SMB
1387,Customer 1387,customer1387@email.com,France,Birmingham,2023-03-07,Corporate
1388,Customer 1388,customer1388@email.com,UK,Leeds,2022-05-11,SMB
1389,Customer 1389,customer1389@email.com,Australia,Leeds,2023-06-19,Consumer
1390,Customer 1390,customer1390@email.com,UK,Glasgow,2022-03-01,Corporate
1391,Customer 1391,customer1391@email.com,USA,Manchester,2022-12-01,Corporate
1392,Customer 1392,customer1392@email.com,Canada,Birmingham,2021-01-18,Corporate
1393,Customer 1393,customer1393@email.com,UK,Manchester,2025-01-08,SMB
1394,Customer 1394,customer1394@email.com,UK,London,2022-09-19,SMB
1395,Customer 1395,customer1395@email.com,Australia,Manchester,2023-11-29,Corporate
1396,Customer 1396,customer1396@email.com,Australia,London,2024-05-18,SMB
1397,Customer 1397,customer1397@email.com,France,Leeds,2021-07-30,Corporate
1398,Customer 1398,customer1398@email.com,Australia,Leeds,2022-07-19,Consumer
1399,Customer 1399,customer1399@email.com,Germany,Glasgow,2023-08-30,Corporate
1400,Customer 1400,customer1400@email.com,USA,Manchester,2024-07-28,Corporate
1401,Customer 1401,customer1401@email.com,USA,Manchester,2021-05-13,SMB
1402,Customer 1402,customer1402@email.com,Canada,London,2022-03-25,SMB
1403,Customer 1403,customer1403@email.com,Canada,Leeds,2021-09-21,SMB
1404,Customer 1404,customer1404@email.com,USA,London,2021-04-21,Consumer
1405,Customer 1405,customer1405@email.com,Canada,Leeds,2023-04-30,Consumer
1406,Customer 1406,customer1406@email.com,France,London,2024-06-15,Consumer
1407,Customer 1407,customer1407@email.com,Australia,Leeds,2025-01-20,SMB
1408,Customer 1408,customer1408@email.com,USA,London,2023-06-20,Corporate
1409,Customer 1409,customer1409@email.com,Canada,Leeds,2023-01-29,Corporate
1410,Customer 1410,customer1410@email.com,USA,London,2023-05-11,Corporate
1411,Customer 1411,customer1411@email.com,Germany,Manchester,2023-06-16,SMB
1412,Customer 1412,customer1412@email.com,UK,Glasgow,2023-05-12,SMB
1413,Customer 1413,customer1413@email.com,Australia,London,2024-04-11,Consumer
1414,Customer 1414,customer1414@email.com,USA,Glasgow,2021-07-12,SMB
1415,Customer 1415,customer1415@email.com,UK,Manchester,2022-05-30,Corporate
1416,Customer 1416,customer1416@email.com,Canada,Manchester,2023-03-01,Consumer
1417,Customer 1417,customer1417@email.com,UK,Leeds,2023-08-26,Consumer
1418,Customer 1418,customer1418@email.com,Australia,Glasgow,2024-12-03,SMB
1419,Customer 1419,customer1419@email.com,USA,Birmingham,2021-03-25,Consumer
1420,Customer 1420,customer1420@email.com,Germany,Leeds,2023-03-09,Consumer
1421,Customer 1421,customer1421@email.com,Canada,Glasgow,2021-03-21,SMB
1422,Customer 1422,customer1422@email.com,USA,London,2024-05-17,Consumer
1423,Customer 1423,customer1423@email.com,Australia,London,2022-06-06,Corporate
1424,Customer 1424,customer1424@email.com,Canada,Manchester,2024-05-07,SMB
1425,Customer 1425,customer1425@email.com,France,Birmingham,2021-08-22,Corporate
1426,Customer 1426,customer1426@email.com,UK,London,2021-09-01,Corporate
1427,Customer 1427,customer1427@email.com,Australia,Glasgow,2024-11-17,Corporate
1428,Customer 1428,customer1428@email.com,France,Glasgow,2025-01-09,Corporate
1429,Customer 1429,customer1429@email.com,USA,London,2023-04-29,Consumer
1430,Customer 1430,customer1430@email.com,Germany,Glasgow,2022-01-28,Consumer
1431,Customer 1431,customer1431@email.com,Canada,Glasgow,2021-01-09,SMB
1432,Customer 1432,customer1432@email.com,UK,Manchester,2022-09-05,SMB
1433,Customer 1433,customer1433@email.com,Canada,Birmingham,2023-03-18,Corporate
1434,Customer 1434,customer1434@email.com,USA,Manchester,2022-12-16,Corporate
1435,Customer 1435,customer1435@email.com,Canada,Birmingham,2024-03-22,SMB
1436,Customer 1436,customer1436@email.com,UK,Glasgow,2021-04-20,SMB
1437,Customer 1437,customer1437@email.com,USA,Birmingham,2023-04-14,SMB
1438,Customer 1438,customer1438@email.com,Canada,Glasgow,2021-09-23,SMB
1439,Customer 1439,customer1439@email.com,Germany,Glasgow,2024-10-28,Corporate
1440,Customer 1440,customer1440@email.com,Australia,Manchester,2024-03-21,SMB
1441,Customer 1441,customer1441@email.com,USA,Manchester,2023-09-03,Consumer
1442,Customer 1442,customer1442@email.com,Australia,Leeds,2023-08-13,Corporate
1443,Customer 1443,customer1443@email.com,USA,London,2024-12-09,Consumer
1444,Customer 1444,customer1444@email.com,Germany,Leeds,2023-06-26,SMB
1445,Customer 1445,customer1445@email.com,Australia,Leeds,2024-09-11,Consumer
1446,Customer 1446,customer1446@email.com,France,Birmingham,2022-11-03,SMB
1447,Customer 1447,customer1447@email.com,UK,Glasgow,2021-06-25,Consumer
1448,Customer 1448,customer1448@email.com,France,Glasgow,2022-06-09,Corporate
1449,Customer 1449,customer1449@email.com,Canada,Glasgow,2024-08-31,Consumer
1450,Customer 1450,customer1450@email.com,Germany,London,2023-12-27,Corporate
1451,Customer 1451,customer1451@email.com,France,Birmingham,2023-08-10,Consumer
1452,Customer 1452,customer1452@email.com,USA,Birmingham,2024-04-22,Consumer
1453,Customer 1453,customer1453@email.com,Canada,Glasgow,2023-11-25,Corporate
1454,Customer 1454,customer1454@email.com,Canada,Leeds,2022-05-20,Corporate
1455,Customer 1455,customer1455@email.com,France,London,2023-04-29,SMB
1456,Customer 1456,customer1456@email.com,France,Leeds,2023-08-21,Corporate
1457,Customer 1457,customer1457@email.com,Germany,Manchester,2024-01-05,Corporate
